Date,CustomerNumber,SKU,SalePrice
20240101,3178354835688,42314001,4.28
20240101,3178354835688,43306001,4.98
20240101,3178354835688,43024001,45.98
20240101,3178354835688,42786001,17.98
20240101,3178354835688,42557001,4.38
20240101,3178354835688,44065001,2.78
20240101,3178354835688,42728001,6.98
20240101,3178354835688,42222001,3.72
20240101,3178354835688,43940001,4.44
20240101,3178354835688,42236001,2
20240101,6176159915681,42657001,11.98
20240101,6176159915681,43680001,4.34
20240101,6176159915681,44095001,5.98
20240101,6176159915681,43560001,4.8
20240101,6176159915681,42431001,2
20240101,6176159915681,43163001,5.54
20240101,6176159915681,43239001,4.9
20240101,6176159915681,43085001,7.48
20240101,6176159915681,44053001,1.06
20240101,8671988133178,42356001,3.78
20240101,8671988133178,42358001,3.78
20240101,8671988133178,43689001,3.98
20240101,8671988133178,42334001,5.98
20240101,8671988133178,42826001,2.8
20240101,8671988133178,42313001,4.58
20240101,8671988133178,42311001,4.58
20240101,8671988133178,43309001,3.38
20240101,8671988133178,43371001,1.78
20240101,8671988133178,43354001,2.58
20240101,8671988133178,43010001,20.98
20240101,8671988133178,42616001,53.98
20240101,8671988133178,43477001,5.98
20240101,8671988133178,44058001,4.92
20240101,8671988133178,43007001,2
20240101,8671988133178,43951001,5.82
20240101,8671988133178,43660001,3.82
20240101,8671988133178,43569001,1.86
20240101,8671988133178,43126001,4.78
20240101,8671988133178,43007001,2
20240101,8671988133178,42811001,3.38
20240101,8671988133178,43173001,1.46
20240101,8671988133178,42264001,4.38
20240101,8671988133178,43571001,1.92
20240101,1850030349977,42820001,17.58
20240101,1850030349977,43510001,5.32
20240101,1850030349977,42638001,4.98
20240101,1850030349977,42275001,2.84
20240101,1850030349977,42156001,1.58
20240101,1850030349977,42857001,3.38
20240101,1850030349977,43966001,2.58
20240101,1850030349977,42666001,13.98
20240101,1850030349977,42105001,5.24
20240101,1850030349977,43615001,11.98
20240101,1850030349977,43759001,4.34
20240101,1850030349977,42188001,5.2
20240101,1850030349977,42238001,2
20240101,1850030349977,42214001,5.7
20240101,1850030349977,43417001,3.38
20240101,1850030349977,42836001,3.36
20240101,1850030349977,43943001,6.32
20240101,1850030349977,42597001,2
20240101,1850030349977,43719001,5
20240101,1850030349977,43156001,6.78
20240101,1850030349977,43632001,9.98
20240101,1850030349977,42979001,7.38
20240101,1850030349977,43963001,2.58
20240101,1850030349977,43895001,6.44
20240101,6520050911038,42357001,7.38
20240101,6520050911038,42915001,5
20240101,6520050911038,42654001,6.58
20240101,6520050911038,42873001,5.98
20240101,6520050911038,42521001,7.98
20240101,6520050911038,43549001,5.58
20240101,6520050911038,43864001,3.58
20240101,6520050911038,43755001,3
20240101,6520050911038,42438001,1.78
20240101,6520050911038,42212001,4.82
20240101,6520050911038,42701001,5.58
20240101,6520050911038,42192001,3.74
20240101,6520050911038,43627001,11.98
20240101,6520050911038,43547001,19.98
20240101,6520050911038,43976001,2.58
20240101,6520050911038,43945001,7.14
20240101,6520050911038,42170001,6
20240101,6520050911038,42204001,1.22
20240101,6520050911038,43084001,6.64
20240101,13405235224,42357001,7.38
20240101,13405235224,42355001,7.38
20240101,13405235224,43455001,5.38
20240101,13405235224,43560001,4.8
20240101,9731758049267,42630001,6.38
20240101,9731758049267,43073001,4.98
20240101,9731758049267,43648001,2.78
20240101,9731758049267,43818001,6.78
20240101,9731758049267,42991001,3.1
20240101,9731758049267,43436001,5.38
20240101,9731758049267,43631001,9.98
20240101,9731758049267,42084001,7.98
20240101,9731758049267,42868001,7.98
20240101,8033490193799,42357001,7.38
20240101,8033490193799,42923001,8.78
20240101,8033490193799,42439001,6.56
20240101,8033490193799,44125001,6.98
20240101,8033490193799,42349001,4.38
20240101,8033490193799,42312001,6.18
20240101,8033490193799,42311001,4.58
20240101,8033490193799,42698001,5.58
20240101,8033490193799,42559001,4.38
20240101,8033490193799,43525001,2.98
20240101,8033490193799,43579001,1.68
20240101,8033490193799,42296001,15.98
20240101,8033490193799,43903001,2.68
20240101,8033490193799,42495001,7.4
20240101,8033490193799,43044001,7.78
20240101,8033490193799,43568001,6.76
20240101,8033490193799,43445001,5.98
20240101,8033490193799,42801001,3
20240101,8033490193799,43681001,2.64
20240101,8033490193799,43580001,1.62
20240101,8033490193799,43490001,7.38
20240101,8033490193799,43847001,5.98
20240101,8033490193799,43567001,5.68
20240101,8033490193799,42556001,4.38
20240101,8033490193799,43882001,5.56
20240101,8033490193799,43603001,10.58
20240101,8033490193799,42578001,5.18
20240101,8033490193799,43509001,1.2
20240101,8033490193799,42307001,7.98
20240101,8033490193799,43082001,4.94
20240101,2124315609202,42356001,3.78
20240101,2124315609202,42623001,5.98
20240101,2124315609202,42710001,4.78
20240101,2124315609202,43941001,5.9
20240101,2124315609202,42925001,7.38
20240101,2124315609202,42890001,7.54
20240101,2124315609202,42592001,21.98
20240101,2124315609202,42372001,5.48
20240101,2124315609202,43691001,7.38
20240101,2124315609202,42916001,5
20240101,2124315609202,43732001,1.44
20240101,2124315609202,43431001,6.98
20240101,2124315609202,44068001,4.58
20240101,2124315609202,42842001,5.32
20240101,2124315609202,42674001,4.82
20240101,2124315609202,42421001,2
20240101,2124315609202,43700001,13.98
20240101,2124315609202,44102001,2.78
20240101,7576633393315,42355001,7.38
20240101,7576633393315,42360001,3.78
20240101,7576633393315,42598001,5.18
20240101,7576633393315,43577001,6.24
20240101,7576633393315,43549001,5.58
20240101,7576633393315,42411001,3.34
20240101,7576633393315,42666001,13.98
20240101,7576633393315,43239001,4.9
20240101,7576633393315,42393001,7
20240101,7576633393315,42773001,23.98
20240101,7576633393315,43641001,3.36
20240101,7576633393315,42367001,5.9
20240101,7576633393315,42458001,7.94
20240101,7576633393315,42453001,5.08
20240101,7576633393315,43636001,14.38
20240101,7576633393315,43870001,8.58
20240101,7576633393315,42984001,7.84
20240101,7576633393315,43656001,5.2
20240101,7576633393315,42294001,15.98
20240101,7576633393315,42704001,5.58
20240101,7576633393315,42455001,7
20240101,7576633393315,43092001,5.82
20240101,7576633393315,42713001,4.78
20240101,8642394773184,42810001,4.78
20240101,8642394773184,43725001,2.88
20240101,8642394773184,43927001,1.76
20240101,8642394773184,43095001,3.34
20240101,8642394773184,43203001,6.58
20240101,8642394773184,42406001,3.34
20240101,8642394773184,43746001,1.7
20240101,8642394773184,42844001,5.88
20240101,8642394773184,42297001,15.98
20240101,8642394773184,43102001,7.7
20240101,8642394773184,43775001,6.98
20240101,8642394773184,43898001,2.9
20240101,8642394773184,42461001,2.6
20240101,8642394773184,43446001,5.38
20240101,8642394773184,44118001,2.5
20240101,8642394773184,43509001,1.2
20240101,8642394773184,42661001,3.98
20240101,8642394773184,42103001,3.08
20240101,8642394773184,42836001,3.36
20240101,8642394773184,43865001,3.58
20240101,8642394773184,43744001,3.66
20240101,8642394773184,43908001,7.96
20240101,8642394773184,43250001,13.98
20240101,8642394773184,42468001,2.48
20240101,8642394773184,44160001,12.98
20240101,8642394773184,43544001,15.98
20240101,8642394773184,42268001,7.98
20240101,8642394773184,42890001,7.54
20240101,1701506976220,42359001,7.38
20240101,7615153495105,43128001,6.98
20240101,7615153495105,42422001,10.58
20240101,7615153495105,43176001,5.98
20240101,7615153495105,42351001,11.98
20240101,7615153495105,43929001,6.36
20240101,7615153495105,43131001,5.78
20240101,7615153495105,43467001,8.58
20240101,7615153495105,42230001,6
20240101,7615153495105,43830001,3.64
20240101,7615153495105,42482001,3.18
20240101,7615153495105,43169001,2.62
20240101,7615153495105,43248001,13.98
20240101,7615153495105,42963001,7.98
20240101,7615153495105,43897001,5.52
20240101,7615153495105,43152001,6.72
20240101,7615153495105,43561001,5.9
20240101,7615153495105,42958001,7.52
20240101,7615153495105,42738001,2.98
20240101,7615153495105,42949001,3.52
20240101,1122733257520,42358001,3.78
20240101,1122733257520,42920001,5.98
20240101,1122733257520,42923001,8.78
20240101,1122733257520,42390001,5
20240101,1122733257520,42566001,7.58
20240101,1122733257520,42577001,8.58
20240101,1122733257520,43528001,9.98
20240101,1122733257520,42124001,4.8
20240101,1122733257520,44111001,8.78
20240101,1122733257520,43186001,3.68
20240101,1122733257520,42299001,13.18
20240101,1122733257520,43628001,11.98
20240101,1122733257520,42459001,2.62
20240101,1122733257520,42400001,2
20240101,1122733257520,42290001,28.58
20240101,1122733257520,43703001,1.04
20240101,1122733257520,42273001,3.06
20240101,1122733257520,42411001,3.34
20240101,1122733257520,42537001,4.38
20240101,1122733257520,43466001,8.58
20240101,1122733257520,43583001,5.76
20240101,1122733257520,43864001,3.58
20240101,5707551018217,43137001,5.06
20240101,5707551018217,43382001,3.8
20240101,5707551018217,43126001,4.78
20240101,5707551018217,42845001,6.4
20240101,5707551018217,43124001,4.98
20240101,5707551018217,43546001,15.98
20240101,5707551018217,42967001,1.98
20240101,5707551018217,43463001,6.58
20240101,5707551018217,43518001,7.12
20240101,5707551018217,43129001,5.78
20240101,11005656546,43364001,1.78
20240101,11005656546,42335001,5.98
20240101,11005656546,42312001,6.18
20240101,11005656546,42359001,7.38
20240101,11005656546,42651001,6.58
20240101,3751035787127,42356001,3.78
20240101,3751035787127,43171001,3.66
20240101,3751035787127,43880001,5.18
20240101,3751035787127,43559001,3.98
20240101,3751035787127,44002001,5.18
20240101,3751035787127,42452001,1.44
20240101,3751035787127,44103001,2.78
20240101,3751035787127,43590001,7
20240101,3751035787127,42451001,2.86
20240101,596801273373,44052001,5.56
20240101,596801273373,43264001,4.98
20240101,596801273373,42359001,7.38
20240101,596801273373,43296001,4.98
20240101,596801273373,43333001,2.18
20240101,8464441166537,42360001,3.78
20240101,8464441166537,42449001,8.78
20240101,8464441166537,42447001,8.78
20240101,8464441166537,43687001,3.98
20240101,8464441166537,42574001,7.98
20240101,8464441166537,42311001,4.58
20240101,8464441166537,42311001,4.58
20240101,8464441166537,43355001,1.38
20240101,8464441166537,42610001,21.98
20240101,8464441166537,42617001,59.98
20240101,8464441166537,43159001,6.54
20240101,8464441166537,42253001,6.9
20240101,8464441166537,43453001,5.98
20240101,8464441166537,42191001,7.64
20240101,8464441166537,42557001,4.38
20240101,8464441166537,42318001,7.38
20240101,8464441166537,42255001,5.88
20240101,8464441166537,43741001,1.24
20240101,8464441166537,43907001,3.44
20240101,8464441166537,43851001,2.5
20240101,8464441166537,43575001,7.74
20240101,8464441166537,42885001,7.98
20240101,8464441166537,43573001,3.76
20240101,8464441166537,44093001,5.98
20240101,8464441166537,42203001,5.6
20240101,8464441166537,42451001,2.86
20240101,8464441166537,42831001,1.16
20240101,8464441166537,43782001,3.44
20240101,8464441166537,44142001,5.94
20240101,6072131804270,43555001,8.58
20240101,6072131804270,43776001,6.98
20240101,8360677863219,42360001,3.78
20240101,8360677863219,42357001,7.38
20240101,8360677863219,43393001,15.38
20240101,8360677863219,42905001,8.78
20240101,8360677863219,42527001,7.98
20240101,8360677863219,42584001,8.58
20240101,8360677863219,42335001,5.98
20240101,8360677863219,42975001,7.98
20240101,8360677863219,42313001,4.58
20240101,8360677863219,43333001,2.18
20240101,8360677863219,43291001,2.18
20240101,8360677863219,43354001,2.58
20240101,8360677863219,43300001,6.38
20240101,8360677863219,44027001,1.58
20240101,8360677863219,43041001,41.98
20240101,8360677863219,42835001,3.06
20240101,8360677863219,43881001,1.74
20240101,8360677863219,43124001,4.98
20240101,8360677863219,42716001,7.98
20240101,8360677863219,43566001,3.82
20240101,8360677863219,43673001,2.82
20240101,8360677863219,43960001,1.52
20240101,8360677863219,42429001,3.34
20240101,8360677863219,43804001,3.54
20240101,8360677863219,43477001,5.98
20240101,8231986064533,42428001,3.34
20240101,8231986064533,43814001,3.2
20240101,8231986064533,43873001,3.58
20240101,8231986064533,43855001,4
20240101,8231986064533,42661001,3.98
20240101,8231986064533,43743001,7.62
20240101,8231986064533,44011001,7.32
20240101,8231986064533,42680001,3.42
20240101,8231986064533,43132001,3.52
20240101,8231986064533,43089001,5.74
20240101,8231986064533,43539001,15.98
20240101,8231986064533,42666001,13.98
20240101,8231986064533,43591001,14.98
20240101,8231986064533,43413001,5.98
20240101,8231986064533,43412001,5.98
20240101,8231986064533,42961001,5.38
20240101,8231986064533,43961001,6.58
20240101,8231986064533,42555001,17.38
20240101,8231986064533,44062001,5.18
20240101,8231986064533,43923001,3.6
20240101,8231986064533,43610001,2.18
20240101,8231986064533,43424001,7.98
20240101,8231986064533,42377001,1.36
20240101,8231986064533,43654001,2.9
20240101,8231986064533,43682001,6.98
20240101,6344846561923,42356001,3.78
20240101,6344846561923,42359001,7.38
20240101,6344846561923,43690001,6.58
20240101,6344846561923,43386001,13.18
20240101,6344846561923,42897001,5
20240101,6344846561923,43529001,9.98
20240101,6344846561923,44124001,6.98
20240101,6344846561923,42972001,1
20240101,6344846561923,43452001,5.38
20240101,6344846561923,43693001,13.98
20240101,6344846561923,42181001,10.98
20240101,6344846561923,42162001,6.88
20240101,6344846561923,44126001,6.58
20240101,6344846561923,42807001,4.38
20240101,6344846561923,42427001,3.34
20240101,6344846561923,42943001,7.18
20240101,6344846561923,43708001,1.1
20240101,6344846561923,43675001,1.4
20240101,6344846561923,43742001,7.78
20240101,6344846561923,43726001,4.74
20240101,6344846561923,43814001,3.2
20240101,6344846561923,42729001,5.98
20240101,6344846561923,42481001,3.98
20240101,6344846561923,42690001,5.58
20240101,6344846561923,43901001,6.66
20240101,4667280759781,42356001,3.78
20240101,4667280759781,42576001,8.58
20240101,4667280759781,42099001,5
20240101,4667280759781,42359001,7.38
20240101,13405235224,42933001,5
20240101,4522881038027,43213001,43.98
20240101,4522881038027,42359001,7.38
20240101,4522881038027,42528001,7.98
20240101,4522881038027,43300001,6.38
20240101,4522881038027,42527001,7.98
20240101,4522881038027,42311001,4.58
20240101,4522881038027,43327001,2.58
20240101,4522881038027,42443001,8.78
20240101,4522881038027,42311001,4.58
20240101,4522881038027,43361001,2.58
20240101,4522881038027,42440001,8.78
20240101,1663170381565,42355001,7.38
20240101,1663170381565,42358001,3.78
20240101,1663170381565,42392001,5.98
20240101,1663170381565,42522001,7.98
20240101,1663170381565,42267001,3.38
20240101,1663170381565,42525001,7.98
20240101,1663170381565,42314001,4.28
20240101,1663170381565,43157001,3.48
20240101,1663170381565,43100001,5.42
20240101,1663170381565,42706001,5.58
20240101,1663170381565,43991001,2.52
20240101,1663170381565,42369001,7.52
20240101,1663170381565,42743001,2.44
20240101,1663170381565,43154001,1.48
20240101,1663170381565,42497001,3.32
20240101,1663170381565,42703001,5.58
20240101,1663170381565,43239001,4.9
20240101,1663170381565,43562001,1.02
20240101,1663170381565,43785001,12.18
20240101,1663170381565,42992001,3.44
20240101,1663170381565,44104001,2.78
20240101,1663170381565,43840001,4.4
20240101,1663170381565,44089001,5.18
20240101,1663170381565,43190001,6.22
20240101,2122985234055,42359001,7.38
20240101,2122985234055,43396001,9.38
20240101,2122985234055,44129001,10.98
20240101,2122985234055,43387001,8.78
20240101,2122985234055,42331001,8.78
20240101,2122985234055,43421001,5.98
20240101,2122985234055,43191001,5.58
20240101,2122985234055,42958001,7.52
20240101,2122985234055,43136001,5.78
20240101,2122985234055,42852001,3.38
20240101,2122985234055,43622001,12.78
20240101,2122985234055,44057001,5.94
20240101,2122985234055,43949001,2.76
20240101,2122985234055,43522001,3.86
20240101,2122985234055,43661001,7.02
20240101,2122985234055,42398001,9.98
20240101,249328893472,42359001,7.38
20240101,249328893472,42357001,7.38
20240101,249328893472,42654001,6.58
20240101,249328893472,42566001,7.58
20240101,249328893472,42576001,8.58
20240101,249328893472,42581001,7.58
20240101,249328893472,42311001,4.58
20240101,249328893472,42311001,4.58
20240101,249328893472,42187001,5.32
20240101,249328893472,43923001,3.6
20240101,249328893472,42698001,5.58
20240101,249328893472,43057001,5.52
20240101,249328893472,43549001,5.58
20240101,249328893472,43561001,5.9
20240101,249328893472,42489001,3.82
20240101,249328893472,42702001,5.98
20240101,249328893472,44120001,7.98
20240101,249328893472,43875001,25.98
20240101,746503224698,42355001,7.38
20240101,746503224698,42360001,3.78
20240101,746503224698,42897001,5
20240101,746503224698,42901001,19.18
20240101,746503224698,42905001,8.78
20240101,746503224698,43528001,9.98
20240101,746503224698,43527001,9.98
20240101,746503224698,42820001,17.58
20240101,746503224698,43130001,7.58
20240101,746503224698,42157001,3.16
20240101,746503224698,43634001,14.98
20240101,746503224698,42287001,28.58
20240101,746503224698,42255001,5.88
20240101,746503224698,43004001,30.78
20240101,746503224698,43586001,1.44
20240101,746503224698,42109001,5.14
20240101,746503224698,42738001,2.98
20240101,746503224698,43535001,15.98
20240101,746503224698,42379001,3.38
20240101,746503224698,42415001,3.34
20240101,746503224698,42554001,4.38
20240101,746503224698,43472001,8.98
20240101,8720093948095,42358001,3.78
20240101,8720093948095,43385001,7.58
20240101,8720093948095,42524001,6.98
20240101,8720093948095,43756001,5.98
20240101,8720093948095,42833001,3.04
20240101,8720093948095,43954001,2.7
20240101,7326820251911,43836001,1.62
20240101,7326820251911,42325001,13.98
20240101,7326820251911,42931001,7.18
20240101,7326820251911,44116001,6.32
20240101,7326820251911,42803001,6
20240101,7326820251911,42978001,3.8
20240101,7326820251911,43787001,10.58
20240101,7326820251911,43751001,7.88
20240101,7326820251911,42263001,5.98
20240101,7326820251911,44071001,2.78
20240101,7326820251911,43923001,3.6
20240101,7326820251911,43549001,5.58
20240101,7326820251911,42414001,3.34
20240101,7326820251911,43415001,1
20240101,7326820251911,43617001,10.18
20240101,7326820251911,43941001,5.9
20240101,7326820251911,43744001,3.66
20240101,7326820251911,43957001,1.78
20240101,7326820251911,43683001,2.44
20240101,7326820251911,43806001,4.44
20240101,7920263783316,42358001,3.78
20240101,7920263783316,42360001,3.78
20240101,7920263783316,42783001,5.78
20240101,7920263783316,42935001,7.18
20240101,7920263783316,43751001,7.88
20240101,7920263783316,42171001,6
20240101,7920263783316,42725001,6.86
20240101,7920263783316,43004001,30.78
20240101,3267499557615,42355001,7.38
20240101,3267499557615,42358001,3.78
20240101,3267499557615,44130001,10.98
20240101,3267499557615,42526001,7.98
20240101,3267499557615,42313001,4.58
20240101,3267499557615,44034001,2.18
20240101,3267499557615,43344001,1.38
20240101,3267499557615,43316001,1.38
20240101,3267499557615,44030001,1.58
20240101,3267499557615,43300001,6.38
20240101,3267499557615,42615001,53.98
20240101,3267499557615,42605001,20.98
20240101,3267499557615,42324001,13.98
20240101,3267499557615,42184001,6
20240101,3267499557615,44157001,13.18
20240101,3267499557615,43973001,2.58
20240101,3267499557615,42209001,3.7
20240101,3267499557615,42384001,6.7
20240101,3267499557615,43899001,3.7
20240101,3267499557615,42992001,3.44
20240101,3267499557615,42834001,1.28
20240101,3651644886390,42435001,1.78
20240101,3651644886390,43647001,4.9
20240101,3651644886390,43168001,4.8
20240101,3651644886390,43664001,3.66
20240101,3651644886390,43437001,6.58
20240101,3651644886390,43412001,5.98
20240101,3651644886390,43555001,8.58
20240101,3651644886390,43546001,15.98
20240101,3651644886390,43798001,2.32
20240101,3651644886390,43966001,2.58
20240101,3651644886390,43056001,4.62
20240101,3651644886390,43955001,6.26
20240101,3651644886390,42893001,5
20240101,3651644886390,42675001,5.02
20240101,3651644886390,43052001,4.38
20240101,3651644886390,43153001,3.28
20240101,3651644886390,43847001,5.98
20240101,3651644886390,42865001,2.98
20240101,3651644886390,42082001,3.58
20240101,3651644886390,43468001,8.58
20240101,3651644886390,43959001,2.34
20240101,3651644886390,42476001,2.94
20240101,3651644886390,42649001,11.98
20240101,9945006797710,42358001,3.78
20240101,9945006797710,42558001,4.38
20240101,9945006797710,43090001,3.08
20240101,9945006797710,42284001,15.98
20240101,522061394878,42405001,3.34
20240101,522061394878,43149001,7.72
20240101,522061394878,43452001,5.38
20240101,522061394878,44008001,5.3
20240101,522061394878,42988001,1.82
20240101,522061394878,43964001,2.58
20240101,522061394878,43183001,5.88
20240101,522061394878,42225001,4.38
20240101,522061394878,43415001,1
20240101,5456738424731,42355001,7.38
20240101,5456738424731,42391001,5
20240101,5456738424731,44124001,6.98
20240101,5456738424731,42575001,7.98
20240101,5456738424731,42267001,3.38
20240101,5456738424731,44051001,2.2
20240101,5456738424731,42313001,4.58
20240101,5456738424731,42311001,4.58
20240101,5456738424731,43325001,1.38
20240101,5456738424731,42727001,8.78
20240101,5456738424731,43091001,6.8
20240101,5456738424731,42556001,4.38
20240101,5456738424731,42456001,2.74
20240101,5456738424731,42201001,7.58
20240101,5456738424731,42775001,26.38
20240101,5456738424731,43184001,7.08
20240101,5456738424731,44136001,5.3
20240101,5456738424731,42845001,6.4
20240101,5456738424731,43182001,3.18
20240101,5456738424731,43231001,4.38
20240101,182967115243,43808001,3.04
20240101,182967115243,42085001,5.98
20240101,182967115243,42692001,5.58
20240101,182967115243,42835001,3.06
20240101,182967115243,43154001,1.48
20240101,182967115243,42979001,7.38
20240101,182967115243,42328001,18
20240101,182967115243,43860001,3.58
20240101,182967115243,42169001,6
20240101,182967115243,42236001,2
20240101,182967115243,43701001,13.98
20240101,182967115243,43495001,5.98
20240101,182967115243,42171001,6
20240101,182967115243,44150001,7.38
20240101,182967115243,42713001,4.78
20240101,182967115243,42728001,6.98
20240101,182967115243,42762001,7.98
20240101,182967115243,43701001,13.98
20240101,182967115243,43880001,5.18
20240101,3103604306999,42355001,7.38
20240101,3103604306999,42359001,7.38
20240101,3103604306999,42259001,1.66
20240101,3103604306999,43637001,7.28
20240101,3103604306999,43987001,5.66
20240101,3103604306999,43990001,7.96
20240101,3103604306999,43179001,5.98
20240101,3103604306999,42879001,6.98
20240101,3103604306999,42885001,7.98
20240101,3103604306999,43886001,1.6
20240101,9173484323822,42385001,5.22
20240101,9173484323822,43600001,15.18
20240101,9173484323822,43568001,6.76
20240101,9173484323822,42843001,2.86
20240101,9173484323822,43810001,6.9
20240101,9173484323822,42695001,7.78
20240101,2268475406229,42219001,3.8
20240101,2268475406229,43985001,3
20240101,2268475406229,42931001,7.18
20240101,2268475406229,43138001,6.68
20240101,2268475406229,42664001,8.78
20240101,2268475406229,42537001,4.38
20240101,2268475406229,43869001,3.58
20240101,6530828408823,43510001,5.32
20240101,6530828408823,42170001,6
20240101,6530828408823,42820001,17.58
20240101,6530828408823,42483001,3.98
20240101,6530828408823,43944001,2.5
20240101,6530828408823,42367001,5.9
20240101,6530828408823,42275001,2.84
20240101,6530828408823,42143001,7.16
20240101,6530828408823,43140001,5.68
20240101,6530828408823,42993001,6.92
20240101,6530828408823,43999001,7.1
20240101,6530828408823,43991001,2.52
20240101,6530828408823,43067001,5.3
20240101,6530828408823,43463001,6.58
20240101,6530828408823,42114001,4.88
20240101,6530828408823,42181001,10.98
20240101,6530828408823,42276001,3.48
20240101,6530828408823,43900001,1.34
20240101,6530828408823,43236001,1.9
20240101,9477954395960,43941001,5.9
20240101,9477954395960,44118001,2.5
20240101,9477954395960,43861001,3.58
20240101,9477954395960,42506001,7.9
20240101,7169827321372,43181001,5.98
20240101,7169827321372,43942001,7.34
20240101,7169827321372,43071001,5.78
20240101,7169827321372,43445001,5.98
20240101,7169827321372,42745001,4.46
20240101,7169827321372,42318001,7.38
20240101,7169827321372,43419001,7.38
20240101,7169827321372,42368001,5.84
20240101,7169827321372,42232001,6
20240101,7169827321372,42499001,2.9
20240101,7169827321372,44127001,5.6
20240101,7169827321372,42625001,10.98
20240101,7169827321372,42255001,5.88
20240101,7169827321372,43885001,5.48
20240101,7169827321372,43591001,14.98
20240101,7169827321372,43849001,5.98
20240101,7169827321372,44082001,3.98
20240101,7169827321372,43858001,10.98
20240101,7169827321372,43800001,3.04
20240101,7169827321372,43514001,5.16
20240101,7169827321372,43045001,7.78
20240101,7169827321372,42548001,10.98
20240101,7169827321372,43104001,3.32
20240101,7169827321372,43406001,9.98
20240101,7169827321372,43821001,5.3
20240101,7169827321372,42703001,5.58
20240101,7169827321372,42879001,6.98
20240101,7169827321372,42489001,3.82
20240101,7169827321372,42882001,5
20240101,1603195142772,43606001,6.58
20240101,1603195142772,42360001,3.78
20240101,2877360537540,43852001,3.38
20240101,2877360537540,44047001,3.56
20240101,2877360537540,44126001,6.58
20240101,2877360537540,43171001,3.66
20240101,2877360537540,42944001,3.06
20240101,2877360537540,42256001,5.46
20240101,2877360537540,43090001,3.08
20240101,2877360537540,43784001,3.68
20240101,2877360537540,42191001,7.64
20240101,2877360537540,42481001,3.98
20240101,2877360537540,42162001,6.88
20240101,2877360537540,42998001,6.42
20240101,2877360537540,44144001,5.52
20240101,2877360537540,42128001,2.32
20240101,2877360537540,44096001,5.98
20240101,3621810833891,43832001,7.94
20240101,3621810833891,42364001,3.38
20240101,3621810833891,42760001,12
20240101,3621810833891,42086001,4
20240101,3621810833891,43982001,2.8
20240101,3621810833891,43511001,1.32
20240101,3621810833891,42147001,2.8
20240101,3621810833891,42843001,2.86
20240101,3621810833891,42985001,3.82
20240101,3621810833891,43513001,3
20240101,3621810833891,43816001,5.42
20240101,3621810833891,43921001,6.38
20240101,3621810833891,43579001,1.68
20240101,3621810833891,42852001,3.38
20240101,3621810833891,42988001,1.82
20240101,3621810833891,42973001,1.98
20240101,1695308158011,43903001,2.68
20240101,1695308158011,42641001,7.98
20240101,1695308158011,43665001,1.9
20240101,1695308158011,43847001,5.98
20240101,1695308158011,43856001,2.3
20240101,4431320692793,42357001,7.38
20240101,4431320692793,43061001,7.18
20240101,4431320692793,42499001,2.9
20240101,4431320692793,42886001,5
20240101,4431320692793,42630001,6.38
20240101,4431320692793,43613001,2.18
20240101,4431320692793,42222001,3.72
20240101,4431320692793,43832001,7.94
20240101,4431320692793,42656001,11.98
20240101,7111721483579,43975001,2.58
